Source,Preferred society name,Society id,Cross-dataset id,Original society name,eHRAF name,eHRAF code,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Variable: Mean value of annual precipitation across the year (mm),Description: Mean value of annual precipitation across the year (mm),Comment: Mean value of annual precipitation across the year (mm),Variable: Mean value of monthly temperature across the year (°C),Description: Mean value of monthly temperature across the year (°C),Comment: Mean value of monthly temperature across the year (°C),Variable: Variance in monthly precipitation means,Description: Variance in monthly precipitation means,Comment: Variance in monthly precipitation means
Binford Hunter-Gatherer,Tsimshian,B289,xd1104,Tsimshim (B289),,,54,-129.58,54,-129.58,nucl1649,Southern-Coastal Tsimshian,tsi,Tsimshian,163866.0039,,,6.028523776,,,10037566014,,
Ethnographic Atlas,Minianka,Ag31,xd268,Minianka (Ag31),,,12,-6,12,-6,mama1271,Mamara Senoufo,myk,Atlantic-Congo,89122.03698,,,26.03995589,,,10800867014,,
Ethnographic Atlas,Minnesota Ojibwa,Na36,xd1052,Chippewa (Na36),Ojibwa,NG06,49,-96,49,-96,redl1238,Red Lake Chippewa,,Algic,40099.24523,,,4.559661791,,,594171518.3,,
Ethnographic Atlas,Ao,Ei14,xd701,Ao (Ei14),,,27,94,27,94,aona1235,Ao Naga,njo,Sino-Tibetan,179460.4827,,,16.82293095,,,42894348062,,
Ethnographic Atlas,Miriam,Ie14,xd790,Miriam (Ie14),,,-9.91,144.06,-10,144,meri1244,Meriam,ulk,Eastern Trans-Fly,143255.6947,,,26.68793992,,,12898130040,,
Binford Hunter-Gatherer,Mirniny,B132,xd976,Mineng (B132),,,-34.95,117.81,-34.95,117.81,ngad1258,Ngadjunmaya,nju,Pama-Nyungan,54423.72402,,,16.16025446,,,2235971219,,
Binford Hunter-Gatherer,Mirrngadja,B85,xd940,Mirrngadja (B85),,,-12.31,135.2,-12.31,135.2,djin1252,Djinba,djb,Pama-Nyungan,153680.8588,,,26.17046292,,,27595987954,,
Standard cross-cultural sample,Miskito,SCCS156,xd1325,Miskito (SCCS156),Miskito,SA15,15,-83,15,-83,misk1235,Mískito,miq,Misumalpan,75804.73836,,,25.88242545,,,3617435018,,
Ethnographic Atlas,Tsonga,Ab4,xd27,Thonga (Ab4),Tsonga,FT06,-24,32,-24,32,tson1249,Tsonga,tso,Atlantic-Congo,102638.1489,,,20.19768344,,,10551815964,,
Ethnographic Atlas,Miskito,Sa9,xd1325,Miskito (Sa9),Miskito,SA15,13,-85,13,-85,misk1235,Mískito,miq,Misumalpan,57210.32214,,,25.64400906,,,2802731709,,
Binford Hunter-Gatherer,Mistissini Cree,B338,xd1062,Mistassini Cree (B338),,,51.75,-72.66,51.75,-72.66,sout2978,Southern East Cree,crj,Algic,75464.11625,,,-2.200515561,,,1067253400,,
Ethnographic Atlas,Assiniboine,Ne11,xd1210,Assiniboin (Ne11),Assiniboine,NF04,48,-106,48,-106,assi1247,Assiniboine,asb,Siouan,34597.46853,,,6.698164647,,,556506245.9,,
Ethnographic Atlas,Mistissini Cree,Na45,xd1062,Mistassini (Na45),,,51.75,-72.66,51.75,-72.66,sout2978,Southern East Cree,crj,Algic,77909.65313,,,-2.473085779,,,1135070421,,
Ethnographic Atlas,Wadatkuht,Nd26,xd992,Wadatkuht (Nd26),Northern Paiute,NR13,41,-120,41,-120,sout2967,South Northern Paiute,,Uto-Aztecan,60033.4452,,,7.909860152,,,3225421760,,
Ethnographic Atlas,Mitsogho,Ac16,xd40,Shogo (Ac16),,,-1,12,-1,12,tsog1243,Tsogo,tsv,Atlantic-Congo,211498.7061,,,22.86375475,,,8753106453,,
Ethnographic Atlas,Mixe,Nj7,xd1306,Mixe (Nj7),,,17,-95,17,-95,isth1238,Isthmus Mixe,mir,Mixe-Zoque,102701.3922,,,22.6695483,,,5191811125,,
Ethnographic Atlas,Mixtec,Nj12,xd1298,Mixtec (Nj12),,,18,-98,18,-98,nort2986,Northwest Oaxaca Mixtec,mxa,Otomanguean,80718.02824,,,16.83594138,,,3791681673,,
Standard cross-cultural sample,Tsonga,SCCS3,xd27,Thonga (SCCS3),Tsonga,FT06,-25.83,32.33,-25.83,32.33,tson1249,Tsonga,tso,Atlantic-Congo,134197.5831,,,18.27688627,,,12418251664,,
Ethnographic Atlas,Miyakans,Ed15a,xd642,Miyakans (Ed15a),,,24.79,125.32,24,125,miya1259,Miyako,mvi,Japonic,121141.8709,,,23.60038067,,,9061861049,,
Binford Hunter-Gatherer,Mlabri,B16,xd909,Mrabri (B16),,,18.41,100.47,18.41,100.47,mlab1235,Mlabri,mra,Austroasiatic,122543.4182,,,22.41775562,,,17816702364,,
Ethnographic Atlas,Arbore,Ca18,xd424,Arbore (Ca18),,,5,37,5,37,arbo1245,Arbore,arv,Afro-Asiatic,66131.54844,,,24.26918515,,,3516476752,,
Ethnographic Atlas,Mnong Gar,Ej2,xd724,Mnong Gar (Ej2),,,12,107,12,107,east2333,Eastern Mnong,mng,Austroasiatic,193655.0434,,,23.73746495,,,27512600566,,
Ethnographic Atlas,Moache,Nd60,xd1197,Moache (Nd60),,,37,-105,37,-105,utee1244,Ute,,Uto-Aztecan,65949.18337,,,5.515173316,,,2030763647,,
Ethnographic Atlas,Moanunts,Nd59,xd1195,Moanunts (Nd59),,,39,-112,39,-112,utee1244,Ute,,Uto-Aztecan,36476.01741,,,7.814352436,,,628409275.2,,
Ethnographic Atlas,Moapa,Nd51,xd1187,Moapa (Nd51),,,36,-115,36,-115,sout2969,Southern Paiute,,Uto-Aztecan,27155.7981,,,15.64454281,,,1137529987,,
Ethnographic Atlas,Tswana,Ab13,xd14,Tswana (Ab13),,,-24,27,-24,27,tswa1253,Tswana,tsn,Atlantic-Congo,78320.73565,,,18.42354332,,,5544617497,,
Ethnographic Atlas,Moba,Ag50,xd289,Moba (Ag50),,,11,1,11,1,moba1244,Moba,mfq,Atlantic-Congo,87725.76153,,,25.9345926,,,8341175854,,
Western North American Indian database,Modoc,WNAI113,xd1140,Modoc (J113),,,42,-121.7,42,121.7,klam1254,Klamath-Modoc,kla,Klamath-Modoc,121810.7051,,,8.586154936,,,14081269629,,
Ethnographic Atlas,Ebira,Af13,xd190,Igbira (Af13),,,8,7,8,7,ebir1243,Ebira,igb,Atlantic-Congo,129910.2994,,,24.15890561,,,10298524054,,
Ethnographic Atlas,Modoc,Nc9,xd1140,Modoc (Nc9),,,42,-122,42,-122,klam1254,Klamath-Modoc,kla,Klamath-Modoc,121810.7051,,,8.586154936,,,14081269629,,
Binford Hunter-Gatherer,Modoc,B188,xd1140,Modoc (B188),,,42,-121.31,42,-121.31,klam1254,Klamath-Modoc,kla,Klamath-Modoc,101674.3494,,,7.995756939,,,9772257330,,
Ethnographic Atlas,Mogh,Ei9,xd715,Mogh (Ei9),,,20.49,92.64,20,92,rakh1245,Rakhine,rki,Sino-Tibetan,131721.1685,,,25.96445286,,,27392918907,,
Ethnographic Atlas,Moghol,Ea7,xd606,Moghol (Ea7),,,34,63,34,63,mogh1245,Mogholi,mhj,Mongolic,12936.59997,,,14.2761077,,,300831054.6,,
Ethnographic Atlas,Tu,Eb2,xd610,Monguor (Eb2),Monguor,AE09,39,100,39,100,tuuu1240,Tu,mjg,Mongolic,44400.6119,,,-0.156773146,,,1718202020,,
Western North American Indian database,Mojave,WNAI140,xd1272,Mohave (J140),Mohave,NT28,34.5,-114.5,34.5,114.5,moha1256,Mohave,mov,Cochimi-Yuman,23773.55903,,,19.05730056,,,1037203654,,
Ethnographic Atlas,Mojave,Nh21,xd1272,Mohave (Nh21),Mohave,NT28,35,-114,35,-114,moha1256,Mohave,mov,Cochimi-Yuman,28744.98832,,,17.39841756,,,1359177514,,
Ethnographic Atlas,Edo,Af24,xd202,Edo (Af24),,,6,6,6,6,bini1246,Bini,bin,Atlantic-Congo,126958.7788,,,25.00101362,,,7901415010,,
Ethnographic Atlas,Moken,Ej6,xd728,Selung (Ej6),,,11.78,98.28,12,98,moke1242,Moken,mwt,Austronesian,161614.8772,,,25.93069464,,,31377048816,,
Ethnographic Atlas,Moldovans,ch25,xd563,Moldovans (ch25),,,47,29,47,29,mold1248,Moldavian,mol,Indo-European,48101.18541,,,12.39622862,,,712530671.2,,
Ethnographic Atlas,Molima,Ig19,xd851,Molima (Ig19),,,-10,151,-10,151,moli1248,Molima,mox,Austronesian,186946.1107,,,26.15045067,,,12334768177,,
Ethnographic Atlas,Mondari,Aj16,xd391,Mondari (Aj16),,,6,31,6,31,mand1425,Mandari,mqu,Nilotic,151948.519,,,23.69582022,,,10216392989,,
Ethnographic Atlas,Tuareg Ahaggar,Cc9,xd506,Tuareg Ahaggar (Cc9),Tuareg,MS25,23,6,23,6,hogg1238,Hoggar,,Afro-Asiatic,5661.322682,,,20.74978962,,,187574058.8,,
Ethnographic Atlas,Mongo,Ae24,xd143,Mongo (Ae24),,,1,22,1,22,long1393,Longo (Democratic Republic of Congo),,Atlantic-Congo,200698.0618,,,22.80500531,,,7573895421,,
Binford Hunter-Gatherer,Mono Lake Northern Paiute,B205,xd989,Mono Lake Paiute (B205),,,38.11,-118.45,38.11,-118.45,sout2967,South Northern Paiute,,Uto-Aztecan,51733.95138,,,8.487771023,,,3445455651,,
Binford Hunter-Gatherer,Efe,B64,xd927,Efe (B64),,,2.7,27.64,2.7,27.64,efee1239,Efe,efe,Central Sudanic,234156.6072,,,21.68735017,,,12655082644,,
Ethnographic Atlas,Montagnais,Na32,xd1048,Montagnais (Na32),Montagnais,NH06,48,-72,48,-72,mont1268,Montagnais,moe,Algic,87457.08172,,,2.482701029,,,1525838690,,
Standard cross-cultural sample,Montagnais,SCCS125,xd1048,Montagnais (SCCS125),Montagnais,NH06,50,-74,50,-74,mont1268,Montagnais,moe,Algic,77742.71082,,,0.278148655,,,1142304198,,
Ethnographic Atlas,Ungazikmit,ec14,xd622,Ungazikmit (ec14),,,64,173,64,173,chap1266,Chaplino,,Eskimo-Aleut,43110.82177,,,-12.02872618,,,399161852.1,,
Binford Hunter-Gatherer,Montagnais,B342,xd1048,Montagnais (B342),Montagnais,NH06,52.42,-63.33,52.42,-63.33,mont1268,Montagnais,moe,Algic,82782.85942,,,-3.237498644,,,1598609598,,
Ethnographic Atlas,Moro,Ai40,xd371,Moro (Ai40),,,11,30,11,30,moro1285,Moro,mor,Heibanic,83224.02109,,,25.7611338,,,5484783802,,
Standard cross-cultural sample,Tuareg Ahaggar,SCCS41,xd506,Tuareg (SCCS41),Tuareg,MS25,23,6.5,23,6.5,hogg1238,Hoggar,,Afro-Asiatic,5723.953973,,,20.30917348,,,203070726.3,,
Ethnographic Atlas,Moroccans,Cd16,xd514,Moroccans (Cd16),,,33,-8,33,-8,sout3117,Southern Morocco Arabic,,Afro-Asiatic,15133.91641,,,19.56771895,,,284788169,,
Ethnographic Atlas,Moru,Ai34,xd364,Moru (Ai34),,,5,30,5,30,moru1253,Moru,mgd,Central Sudanic,181716.4031,,,22.08297037,,,13219925693,,
Ethnographic Atlas,Efik,Af19,xd196,Efik (Af19),,,5,8,5,8,efik1245,Efik,efi,Atlantic-Congo,164988.0098,,,24.77192821,,,10702093361,,
Ethnographic Atlas,Mossi (Ouagadougou),Ag47,xd285,Mossi Ouagadou (Ag47),Mossi,FA28,12,-2,12,-2,moss1236,Mossi,mos,Atlantic-Congo,78892.05434,,,26.45525209,,,8501335830,,
Ethnographic Atlas,Wai-wai,Sd7,xd1359,Waiwai (Sd7),,,1,-59,1,-59,waiw1244,Waiwai,waw,Cariban,176121.5756,,,23.81777701,,,20665450205,,
Ethnographic Atlas,Mossi (Yatenga),Ag2,xd255,Yatenga (Ag2),Mossi,FA28,13,-2,13,-2,moss1236,Mossi,mos,Atlantic-Congo,67218.68009,,,26.67229474,,,6739015942,,
Ethnographic Atlas,Mota,Ih1,xd862,Mota (Ih1),,,-13.84,167.7,-14,168,mota1237,Mota,mtt,Austronesian,204076.6698,,,26.85713696,,,14085433236,,
Ethnographic Atlas,Motu,Ie10,xd786,Motu (Ie10),,,-9,147,-9,147,motu1246,Motu,meu,Austronesian,166767.402,,,25.24328982,,,14598519070,,
Binford Hunter-Gatherer,Tubaduka,B221,xd1175,Grouse Creek Shoshoni (B221),,,41.59,-113.94,41.59,-113.94,west2622,Western Shoshoni,,Uto-Aztecan,43590.03917,,,7.769491129,,,950001496,,
Binford Hunter-Gatherer,Mountain Dene,B350,xd1007,Mountain (B350),,,63.68,-125.37,63.68,-125.37,nort2942,North Slavey,scs,Athapaskan-Eyak-Tlingit,33502.3957,,,-5.335783211,,,364176807.2,,
Ethnographic Atlas,Mpongwe,Ae46,xd167,Mpongwe (Ae46),,,-2,10,-2,10,myen1241,Myene,mye,Atlantic-Congo,176542.9534,,,25.51167805,,,11513687094,,
Ethnographic Atlas,Egba,Af32,xd211,Egba (Af32),Yoruba,FF62,7,3,7,3,egba1238,Egba,,Atlantic-Congo,119107.2196,,,25.42741644,,,8287820737,,
Ethnographic Atlas,Muisca,Sf6,xd1379,Chibcha (Sf6),,,5,-72,5,-72,chib1270,Chibcha,chb,Chibchan,272737.3756,,,20.78676186,,,49108153648,,
Ethnographic Atlas,Muju,Ie23,xd800,Muju (Ie23),,,-6,141,-6,141,sout2940,South Muyu,kts,Nuclear Trans New Guinea,347725.9395,,,24.30955013,,,21869230720,,
Ethnographic Atlas,Eastern Ojibwa,Na39,xd1055,Eastern Ojibwa (Na39),Ojibwa,NG06,46,-85,46,-85,east2542,Eastern Ojibwa,ojg,Algic,66902.74524,,,4.913860467,,,1067076186,,
Ethnographic Atlas,Tubaduka,Nd40,xd1175,Tubaduka (Nd40),,,40,-113,40,-113,west2622,Western Shoshoni,,Uto-Aztecan,33035.14434,,,8.006074984,,,489478729.9,,
Standard cross-cultural sample,Eastern Pomo,SCCS135,xd1116,Pomo (Eastern) (SCCS135),Pomo,NS18,39,-123,39,-123,east2545,Eastern Pomo,peb,Pomoan,63918.08859,,,14.39151431,,,6496817890,,
Binford Hunter-Gatherer,Eastern Pomo,B158,xd1116,Eastern Pomo (B158),Pomo,NS18,39.03,-122.94,39.03,-122.94,east2545,Eastern Pomo,peb,Pomoan,80453.84128,,,13.78493597,,,9841134185,,
Standard cross-cultural sample,Egyptians,SCCS43,xd518,Egyptians (SCCS43),Fellahin,MR13,24.75,33,24.75,33,egyp1253,Egyptian Arabic,arz,Afro-Asiatic,2906.474282,,,23.64067076,,,61013724.41,,
Western North American Indian database,Eastern Pomo,WNAI64,xd1116,Eastern Pomo (J64),Pomo,NS18,39,-123,39,123,east2545,Eastern Pomo,peb,Pomoan,63918.08859,,,14.39151431,,,6496817890,,
Ethnographic Atlas,Eastern Pomo,Nc18,xd1116,Eastern Pomo (Nc18),Pomo,NS18,39,-123,39,-123,east2545,Eastern Pomo,peb,Pomoan,63918.08859,,,14.39151431,,,6496817890,,
Ethnographic Atlas,Apinaye,Sj7,xd1415,Apinaye (Sj7),,,-6,-49,-6,-49,apin1244,Apinayé,apn,Nuclear-Macro-Je,245754.4685,,,24.65177344,,,51558049606,,
Ethnographic Atlas,Assini,Af40,xd220,Assini (Af40),,,5.27,-3.58,5,-4,abur1243,Abure,abu,Atlantic-Congo,121628.0899,,,25.37455134,,,8595811505,,
Western North American Indian database,Tübalulabal,WNAI78,xd1118,Tubatulabal (J78),Tubatulabal,NS22,36,-118.2,36,118.2,tuba1278,Tübatulabal,tub,Uto-Aztecan,40367.84586,,,14.47580653,,,3274785386,,
Ethnographic Atlas,Arapaho,Ne9,xd1228,Arapaho (Ne9),Arapaho,NQ06,40,-103,40,-103,arap1274,Arapaho,arp,Algic,61738.9599,,,8.966936451,,,2725917396,,
Ethnographic Atlas,Arapesh,Ie3,xd807,Arapesh (Ie3),,,-4,144,-4,144,bumb1241,Bumbita Arapesh,aon,Nuclear Torricelli,339319.0386,,,22.55812202,,,20403716186,,
Ethnographic Atlas,Egyptians,Cd2,xd518,Egyptians (Cd2),Fellahin,MR13,25,33,25,33,egyp1253,Egyptian Arabic,arz,Afro-Asiatic,2906.474282,,,23.64067076,,,61013724.41,,
Ethnographic Atlas,Anyi,Af39,xd218,Anyi (Af39),,,7,-4,7,-4,anyi1245,Anyin,any,Atlantic-Congo,129239.7734,,,23.78214101,,,9164842534,,
Ethnographic Atlas,Asben,Cc10,xd488,Asben (Cc10),,,18,8,18,8,tawa1287,Tawallammat Tan Ataram,,Afro-Asiatic,14756.80192,,,24.72755085,,,674404146.9,,
Ethnographic Atlas,Arusi,Ca11,xd417,Arusi (Ca11),,,8,40,8,40,bora1271,Borana-Arsi-Guji Oromo,gax,Afro-Asiatic,60915.92605,,,17.01859919,,,3354426325,,
Ethnographic Atlas,Asháninka,Sf7,xd1380,Campa (Sf7),,,-8,-75,-8,-75,asha1243,Asháninka,cni,Arawakan,119770.554,,,22.49863094,,,5352258429,,
Binford Hunter-Gatherer,Tübalulabal,B152,xd1118,Tubatulabal (B152),Tubatulabal,NS22,36,-118.32,36,-118.32,tuba1278,Tübatulabal,tub,Uto-Aztecan,40367.84586,,,14.47580653,,,3274785386,,
Standard cross-cultural sample,Armenians,SCCS56,xd575,Armenians (SCCS56),,,40,44.5,40,44.5,nucl1235,Armenian,hye,Indo-European,47323.33138,,,6.752018694,,,947079949.7,,
Ethnographic Atlas,Armenians,Ci10,xd575,Armenians (Ci10),,,40,45,40,45,nucl1235,Armenian,hye,Indo-European,47015.28869,,,7.470899213,,,1036935318,,
Ethnographic Atlas,Ekiti,Af33,xd212,Ekiti (Af33),Yoruba,FF62,8,5,8,5,ekit1244,Ekiti,,Atlantic-Congo,126139.9316,,,24.21785441,,,9550737932,,
Ethnographic Atlas,Elema,Ie39,xd817,Elema (Ie39),,,-7.82,145.31,-8,145,orok1267,Orokolo,oro,Eleman,266412.6964,,,24.67037568,,,22011945996,,
Ethnographic Atlas,Elko Shoshoni,Nd42,xd1177,Elko Shoshoni (Nd42),,,41,-116,41,-116,west2622,Western Shoshoni,,Uto-Aztecan,46030.10201,,,7.764593148,,,1207815078,,
Ethnographic Atlas,Ellice,Ii4,xd883,Ellice (Ii4),,,-7.48,178.68,-8,178,tuva1244,Tuvalu,tvl,Austronesian,322419.2605,,,27.69700265,,,12392762128,,
Ethnographic Atlas,Eloyi,Af27,xd205,Afo (Af27),,,8,8,8,8,eloy1241,Eloyi,afo,Atlantic-Congo,135403.6151,,,24.31231705,,,11268563078,,
Ethnographic Atlas,Tübalulabal,Nc2,xd1118,Tubatulabal (Nc2),Tubatulabal,NS22,39,-118,39,-118,tuba1278,Tübatulabal,tub,Uto-Aztecan,43979.53681,,,7.741709313,,,1824387142,,
Ethnographic Atlas,Ely Shoshoni,Nd38,xd1172,Ely Shoshoni (Nd38),Western,NT22,39,-115,39,-115,west2622,Western Shoshoni,,Uto-Aztecan,37277.05091,,,7.38611004,,,882511473.4,,
Ethnographic Atlas,Emberá,Sa4,xd1320,Choco (Sa4),,,8,-78,8,-78,nort2972,Northern Emberá,emp,Chocoan,282178.6722,,,25.31639642,,,66788679672,,
Ethnographic Atlas,Ekoi,Af18,xd195,Ekoi (Af18),,,6,8,6,8,ejag1239,Ejagham,etu,Atlantic-Congo,154402.5582,,,24.02845009,,,10878388703,,
Ethnographic Atlas,Enga,Ie7,xd821,Enga (Ie7),,,-6,144,-6,144,enga1252,Enga,enq,Nuclear Trans New Guinea,349730.5802,,,19.78360219,,,28580874001,,
Binford Hunter-Gatherer,Walbiri,B109,xd773,Walbiri (B109),,,-20,130.57,-20,130.57,warl1254,Warlpiri,wbp,Pama-Nyungan,77471.99149,,,24.63253719,,,8017092991,,
Ethnographic Atlas,Epi,Ih11,xd864,Epi (Ih11),,,-16.61,168.17,-17,168,lame1260,Lamenu,lmu,Austronesian,157696.1767,,,25.7644253,,,12712614095,,
Standard cross-cultural sample,Atayal,SCCS113,xd732,Atayal (SCCS113),,,24.33,120.75,24.33,120.75,atay1247,Atayal,tay,Austronesian,108121.6935,,,21.25716354,,,9547323655,,
Ethnographic Atlas,Atsakudokwa,Nd23,xd1156,Atsakudokwa (Nd23),,,42,-118,42,-118,nort1551,North Northern Paiute,,Uto-Aztecan,44824.81097,,,7.851568768,,,1029335868,,
Ethnographic Atlas,Tucano,Se12,xd1365,Tucano (Se12),Tucano,SQ19,0,-70,0,-70,tuca1252,Tucano,tuo,Tucanoan,249664.6998,,,24.23790979,,,8754891402,,
Ethnographic Atlas,Esa,Ca10,xd416,Esa (Ca10),Somali,MO04,10,43,10,43,nort3051,Northern Somali,,Afro-Asiatic,65141.33396,,,22.16009425,,,3873631672,,
Ethnographic Atlas,Estonians,ch16,xd553,Estonians (ch16),,,59,26,59,26,esto1258,Estonian,ekk,Uralic,63901.13011,,,6.382864993,,,676436095.5,,
Ethnographic Atlas,Ekonda,Ae20,xd139,Ekonda (Ae20),,,-2,18,-2,18,ekon1238,Ekonda Mongo,,Atlantic-Congo,193130.177,,,23.17111395,,,9767982930,,
Ethnographic Atlas,Atsugewi,Nc4,xd1135,Atsugewi (Nc4),,,41,-121,41,-121,atsu1245,Atsugewi,atw,Palaihnihan,85852.08068,,,8.262841551,,,7399050032,,
Binford Hunter-Gatherer,Attawapiskat Cree,B353,xd1065,Attawapiskat Cree (B353),,,53.62,-83.88,53.62,-83.88,swam1239,Swampy Cree,csw,Algic,45661.61598,,,-3.0316713,,,565333201,,
Binford Hunter-Gatherer,Eyak,B295,xd1102,Eyak (B295),,,60.48,-144,60.48,-144,eyak1241,Eyak,eya,Athapaskan-Eyak-Tlingit,184699.9144,,,-1.863549431,,,8090607259,,
Ethnographic Atlas,Eyak,Nb5,xd1102,Eyak (Nb5),,,60.34,-144.85,60,-145,eyak1241,Eyak,eya,Athapaskan-Eyak-Tlingit,174457.3566,,,-0.8033036,,,6981751820,,
Ethnographic Atlas,Tukudika,Nd47,xd1181,Tukudika (Nd47),,,44,-111,44,-111,nort2955,Northern Shoshoni,,Uto-Aztecan,60585.65146,,,1.578531139,,,1203100726,,
Ethnographic Atlas,Aua,Ig13,xd845,Aua (Ig13),,,-1.74,142.85,-2,143,wuvu1239,Wuvulu-Aua,wuv,Austronesian,224041.5118,,,27.53570245,,,9301353805,,
Ethnographic Atlas,Fali,Ai12,xd340,Fali (Ai12),,,10,14,10,14,nort2770,North Fali,fll,Atlantic-Congo,81763.81244,,,25.15970476,,,6087159558,,
Binford Hunter-Gatherer,Arapaho,B246,xd1228,Arapaho (B246),Arapaho,NQ06,40.13,-102.72,40.13,-102.72,arap1274,Arapaho,arp,Algic,60049.49347,,,8.801143619,,,2508074273,,
Ethnographic Atlas,Fang,Ae3,xd149,Fang (Ae3),Fang,FH09,1,11,1,11,fang1246,Fang (Equatorial Guinea),fan,Atlantic-Congo,185072.2912,,,23.22373785,,,5681318043,,
Ethnographic Atlas,Fante,Af42,xd222,Fanti (Af42),Twi,FE12,6,-1,6,-1,fant1241,Fante,fat,Atlantic-Congo,114244.1742,,,24.76505078,,,6567355464,,
Ethnographic Atlas,Fipa,Ad19,xd86,Fipa (Ad19),,,-8,31,-8,31,fipa1238,Fipa,fip,Atlantic-Congo,123074.5047,,,18.8485176,,,18758274140,,
Standard cross-cultural sample,Fon,SCCS18,xd186,Fon (SCCS18),,,7.2,1.91,7.2,1.91,fonn1241,Fon,fon,Atlantic-Congo,118937.9075,,,25.20216512,,,7891901482,,
Binford Hunter-Gatherer,Tukudika,B232,xd1181,Sheep Eater Shoshoni (B232),,,45.17,-113.84,45.17,-113.84,nort2955,Northern Shoshoni,,Uto-Aztecan,80811.38163,,,2.14729367,,,2729309230,,
Ethnographic Atlas,Fon,Af1,xd186,Fon (Af1),Fon,FA18,7,2,7,2,fonn1241,Fon,fon,Atlantic-Congo,114270.3635,,,25.5805295,,,7447190616,,
Western North American Indian database,Foothill Maidu,WNAI55,xd1433,Foothill Maidu (J55),,,39.8,-121.3,39.8,121.3,nort2951,Northwest Maidu,mjd,Maiduan,106871.4263,,,11.40264586,,,15788787534,,
Ethnographic Atlas,Arikara,Ne10,xd1209,Arikara (Ne10),,,46,-101,46,-101,arik1262,Arikara,ari,Caddoan,38952.27672,,,7.691671632,,,860454562.4,,
Ethnographic Atlas,Fore,Ie31,xd809,Fore (Ie31),,,-6,145,-6,145,fore1270,Fore,for,Nuclear Trans New Guinea,327433.5795,,,19.12116942,,,30045541590,,
Ethnographic Atlas,Fox,Nf7,xd1241,Fox (Nf7),Fox,NP05,45,-95,45,-95,mesk1242,Meskwaki,sac,Algic,48526.60704,,,7.939477299,,,971425050.9,,
Ethnographic Atlas,French Basques,Ce4,xd531,Basques (Ce4),Basques,EX08,43,-1,43,-1,labo1236,Labourdin,,Basque,90356.80274,,,11.42036495,,,1695632762,,
Ethnographic Atlas,French Canadians,Cf5,xd540,French Canadians (Cf5),,,47,-72,47,-72,stan1290,French,fra,Indo-European,88834.4704,,,4.050936209,,,1526103819,,
Ethnographic Atlas,Tukulor,Cb23,xd473,Tukulor (Cb23),,,14.73,-14.32,1,-14,pula1263,Pulaar,fuc,Atlantic-Congo,18384.91566,,,28.15650771,,,630682611.2,,
Standard cross-cultural sample,Azande,SCCS28,xd359,Azande (SCCS28),Azande,FO07,5.08,28.25,5.08,28.25,zand1248,Zande,zne,Atlantic-Congo,177589.0625,,,22.23490616,,,12359177298,,
Ethnographic Atlas,Azande,Ai3,xd359,Azande (Ai3),Azande,FO07,5,27,5,27,zand1248,Zande,zne,Atlantic-Congo,191222.4513,,,21.95688464,,,13888434966,,
Ethnographic Atlas,Azjer,Cc11,xd489,Azjer (Cc11),,,25,10,25,10,ghat1242,Ghat,,Afro-Asiatic,4451.64317,,,19.53866136,,,108085795.5,,
Ethnographic Atlas,Aztec,Nj2,xd1301,Aztec (Nj2),Aztec,NU07,19,-99,19,-99,clas1250,Classical Nahuatl,nci,Uto-Aztecan,104483.7051,,,14.06928618,,,6739561411,,
Standard cross-cultural sample,Aztec,SCCS153,xd1301,Aztec (SCCS153),Aztec,NU07,19,-99.17,19,-99.17,clas1250,Classical Nahuatl,nci,Uto-Aztecan,119352.1513,,,14.09964205,,,8269156567,,
Ethnographic Atlas,Baboa,Ae7,xd183,Babwa (Ae7),,,3,25,3,25,kwaa1265,Kwa',bko,Atlantic-Congo,219157.5248,,,22.42532307,,,13255053548,,
Ethnographic Atlas,Tullishi,Ai42,xd373,Tullishi (Ai42),,,12,29,12,29,tuli1249,Tulishi,tey,Kadugli-Krongo,69907.88513,,,25.0612008,,,4740996576,,
Ethnographic Atlas,Ga,Af43,xd223,Ga (Af43),,,6,0,6,0,gaaa1244,Ga,gaa,Atlantic-Congo,105897.6985,,,25.52951265,,,6692146973,,
Ethnographic Atlas,Gagauz,ch17,xd554,Gagauz (ch17),,,45.44,29.32,45,29,gaga1249,Gagauz,gag,Turkic,41816.36937,,,13.93636069,,,587209103.7,,
Ethnographic Atlas,Anuak,Ai44,xd375,Anuak (Ai44),,,8,34,8,34,anua1242,Anuak,anu,Nilotic,187101.7919,,,22.92792762,,,20849179556,,
Ethnographic Atlas,Gagu,Af51,xd232,Gagu (Af51),,,7,-6,7,-6,gagu1242,Gban,ggu,Mande,135975.5264,,,23.47869291,,,10307515210,,
Ethnographic Atlas,Walbiri,Id10,xd773,Walbiri (Id10),,,-22,132,-22,132,warl1254,Warlpiri,wbp,Pama-Nyungan,68758.59449,,,22.31397715,,,5378281840,,
Ethnographic Atlas,Galab,Ca20,xd427,Galab (Ca20),,,5,36,5,36,daas1238,Daasanach,dsh,Afro-Asiatic,79344.1675,,,25.44471128,,,4548679328,,
Ethnographic Atlas,Santee,Ne20,xd1220,Santee (Ne20),,,45,-94,45,-94,dako1258,Dakota,dak,Siouan,51204.98316,,,7.923836302,,,1018208302,,
